,geometry,species_count
558,POINT (-85.74769263002182 10.810810780985847),1
559,POINT (-85.74769263002182 10.820680180985846),16
560,POINT (-85.74769263002182 10.830549580985846),16
561,POINT (-85.74769263002182 10.840418980985845),16
562,POINT (-85.74769263002182 10.850288380985845),16
563,POINT (-85.74769263002182 10.860157780985844),16
564,POINT (-85.74769263002182 10.870027180985844),16
565,POINT (-85.74769263002182 10.879896580985843),16
566,POINT (-85.74769263002182 10.889765980985842),16
567,POINT (-85.74769263002182 10.899635380985842),16
568,POINT (-85.74769263002182 10.909504780985841),16
569,POINT (-85.74769263002182 10.919374180985841),16
570,POINT (-85.74769263002182 10.92924358098584),16
571,POINT (-85.74769263002182 10.93911298098584),0
572,POINT (-85.74769263002182 10.94898238098584),0
573,POINT (-85.74769263002182 10.958851780985839),0
574,POINT (-85.74769263002182 10.968721180985838),0
575,POINT (-85.74769263002182 10.978590580985838),0
576,POINT (-85.74769263002182 10.988459980985837),0
577,POINT (-85.74769263002182 10.998329380985837),0
578,POINT (-85.74769263002182 11.008198780985836),0
579,POINT (-85.74769263002182 11.018068180985836),15
580,POINT (-85.74769263002182 11.027937580985835),15
581,POINT (-85.74769263002182 11.037806980985835),0
582,POINT (-85.74769263002182 11.047676380985834),0
583,POINT (-85.74769263002182 11.057545780985834),0
584,POINT (-85.73960793002182 10.050866980985887),17
585,POINT (-85.73960793002182 10.060736380985887),17
586,POINT (-85.73960793002182 10.070605780985886),17
587,POINT (-85.73960793002182 10.080475180985886),17
588,POINT (-85.73960793002182 10.090344580985885),17
589,POINT (-85.73960793002182 10.100213980985885),17
590,POINT (-85.73960793002182 10.110083380985884),17
591,POINT (-85.73960793002182 10.119952780985884),17
592,POINT (-85.73960793002182 10.129822180985883),17
593,POINT (-85.73960793002182 10.139691580985883),17
594,POINT (-85.73960793002182 10.149560980985882),17
595,POINT (-85.73960793002182 10.159430380985881),17
596,POINT (-85.73960793002182 10.169299780985881),17
597,POINT (-85.73960793002182 10.17916918098588),17
598,POINT (-85.73960793002182 10.18903858098588),17
599,POINT (-85.73960793002182 10.19890798098588),17
600,POINT (-85.73960793002182 10.208777380985879),17
601,POINT (-85.73960793002182 10.218646780985878),17
602,POINT (-85.73960793002182 10.228516180985878),17
603,POINT (-85.73960793002182 10.238385580985877),17
604,POINT (-85.73960793002182 10.248254980985877),17
605,POINT (-85.73960793002182 10.258124380985876),17
606,POINT (-85.73960793002182 10.267993780985876),17
607,POINT (-85.73960793002182 10.277863180985875),17
608,POINT (-85.73960793002182 10.287732580985875),17
609,POINT (-85.73960793002182 10.297601980985874),17
610,POINT (-85.73960793002182 10.307471380985874),17
611,POINT (-85.73960793002182 10.317340780985873),17
612,POINT (-85.73960793002182 10.327210180985873),17
613,POINT (-85.73960793002182 10.337079580985872),17
614,POINT (-85.73960793002182 10.346948980985871),17
615,POINT (-85.73960793002182 10.356818380985871),17
616,POINT (-85.73960793002182 10.36668778098587),17
617,POINT (-85.73960793002182 10.37655718098587),17
618,POINT (-85.73960793002182 10.38642658098587),17
619,POINT (-85.73960793002182 10.396295980985869),17
620,POINT (-85.73960793002182 10.406165380985868),17
621,POINT (-85.73960793002182 10.416034780985868),17
622,POINT (-85.73960793002182 10.425904180985867),17
623,POINT (-85.73960793002182 10.435773580985867),17
624,POINT (-85.73960793002182 10.445642980985866),17
625,POINT (-85.73960793002182 10.455512380985866),17
626,POINT (-85.73960793002182 10.465381780985865),17
627,POINT (-85.73960793002182 10.475251180985865),17
628,POINT (-85.73960793002182 10.485120580985864),17
629,POINT (-85.73960793002182 10.494989980985864),17
630,POINT (-85.73960793002182 10.504859380985863),17
631,POINT (-85.73960793002182 10.514728780985862),17
632,POINT (-85.73960793002182 10.524598180985862),17
633,POINT (-85.73960793002182 10.534467580985861),17
634,POINT (-85.73960793002182 10.544336980985861),0
635,POINT (-85.73960793002182 10.55420638098586),0
636,POINT (-85.73960793002182 10.800941380985847),0
637,POINT (-85.73960793002182 10.810810780985847),0
638,POINT (-85.73960793002182 10.820680180985846),16
639,POINT (-85.73960793002182 10.830549580985846),16
640,POINT (-85.73960793002182 10.840418980985845),16
641,POINT (-85.73960793002182 10.850288380985845),16
642,POINT (-85.73960793002182 10.860157780985844),16
643,POINT (-85.73960793002182 10.870027180985844),16
644,POINT (-85.73960793002182 10.879896580985843),16
645,POINT (-85.73960793002182 10.889765980985842),16
646,POINT (-85.73960793002182 10.899635380985842),16
647,POINT (-85.73960793002182 10.909504780985841),16
648,POINT (-85.73960793002182 10.919374180985841),16
649,POINT (-85.73960793002182 10.92924358098584),16
650,POINT (-85.73960793002182 10.93911298098584),0
651,POINT (-85.73960793002182 10.94898238098584),0
652,POINT (-85.73960793002182 10.958851780985839),0
653,POINT (-85.73960793002182 10.968721180985838),0
654,POINT (-85.73960793002182 10.978590580985838),0
655,POINT (-85.73960793002182 10.988459980985837),0
656,POINT (-85.73960793002182 10.998329380985837),0
657,POINT (-85.73960793002182 11.008198780985836),0
658,POINT (-85.73960793002182 11.018068180985836),15
659,POINT (-85.73960793002182 11.027937580985835),15
660,POINT (-85.73960793002182 11.037806980985835),15
661,POINT (-85.73960793002182 11.047676380985834),0
662,POINT (-85.73960793002182 11.057545780985834),0
663,POINT (-85.73152323002182 10.040997580985888),17
664,POINT (-85.73152323002182 10.050866980985887),17
665,POINT (-85.73152323002182 10.060736380985887),17
666,POINT (-85.73152323002182 10.070605780985886),17
667,POINT (-85.73152323002182 10.080475180985886),17
668,POINT (-85.73152323002182 10.090344580985885),17
669,POINT (-85.73152323002182 10.100213980985885),17
670,POINT (-85.73152323002182 10.110083380985884),17
671,POINT (-85.73152323002182 10.119952780985884),17
672,POINT (-85.73152323002182 10.129822180985883),17
673,POINT (-85.73152323002182 10.139691580985883),17
674,POINT (-85.73152323002182 10.149560980985882),17
675,POINT (-85.73152323002182 10.159430380985881),17
676,POINT (-85.73152323002182 10.169299780985881),17
677,POINT (-85.73152323002182 10.17916918098588),17
678,POINT (-85.73152323002182 10.18903858098588),17
679,POINT (-85.73152323002182 10.19890798098588),17
680,POINT (-85.73152323002182 10.208777380985879),17
681,POINT (-85.73152323002182 10.218646780985878),17
682,POINT (-85.73152323002182 10.228516180985878),17
683,POINT (-85.73152323002182 10.238385580985877),17
684,POINT (-85.73152323002182 10.248254980985877),17
685,POINT (-85.73152323002182 10.258124380985876),17
686,POINT (-85.73152323002182 10.267993780985876),17
687,POINT (-85.73152323002182 10.277863180985875),17
688,POINT (-85.73152323002182 10.287732580985875),17
689,POINT (-85.73152323002182 10.297601980985874),17
690,POINT (-85.73152323002182 10.307471380985874),17
691,POINT (-85.73152323002182 10.317340780985873),17
692,POINT (-85.73152323002182 10.327210180985873),17
693,POINT (-85.73152323002182 10.337079580985872),17
694,POINT (-85.73152323002182 10.346948980985871),17
695,POINT (-85.73152323002182 10.356818380985871),17
696,POINT (-85.73152323002182 10.36668778098587),17
697,POINT (-85.73152323002182 10.37655718098587),17
698,POINT (-85.73152323002182 10.38642658098587),17
699,POINT (-85.73152323002182 10.396295980985869),17
700,POINT (-85.73152323002182 10.406165380985868),17
701,POINT (-85.73152323002182 10.416034780985868),17
702,POINT (-85.73152323002182 10.425904180985867),17
703,POINT (-85.73152323002182 10.435773580985867),17
704,POINT (-85.73152323002182 10.445642980985866),17
705,POINT (-85.73152323002182 10.455512380985866),17
706,POINT (-85.73152323002182 10.465381780985865),17
707,POINT (-85.73152323002182 10.475251180985865),17
708,POINT (-85.73152323002182 10.485120580985864),17
709,POINT (-85.73152323002182 10.494989980985864),17
710,POINT (-85.73152323002182 10.504859380985863),17
711,POINT (-85.73152323002182 10.514728780985862),17
712,POINT (-85.73152323002182 10.524598180985862),17
713,POINT (-85.73152323002182 10.534467580985861),17
714,POINT (-85.73152323002182 10.544336980985861),0
715,POINT (-85.73152323002182 10.55420638098586),0
716,POINT (-85.73152323002182 10.56407578098586),0
717,POINT (-85.73152323002182 10.57394518098586),0
718,POINT (-85.73152323002182 10.791071980985848),0
719,POINT (-85.73152323002182 10.800941380985847),0
720,POINT (-85.73152323002182 10.810810780985847),16
721,POINT (-85.73152323002182 10.820680180985846),16
722,POINT (-85.73152323002182 10.830549580985846),16
723,POINT (-85.73152323002182 10.840418980985845),16
724,POINT (-85.73152323002182 10.850288380985845),16
725,POINT (-85.73152323002182 10.860157780985844),16
726,POINT (-85.73152323002182 10.870027180985844),16
727,POINT (-85.73152323002182 10.879896580985843),16
728,POINT (-85.73152323002182 10.889765980985842),16
729,POINT (-85.73152323002182 10.899635380985842),16
730,POINT (-85.73152323002182 10.909504780985841),16
731,POINT (-85.73152323002182 10.919374180985841),16
732,POINT (-85.73152323002182 10.92924358098584),16
733,POINT (-85.73152323002182 10.93911298098584),0
734,POINT (-85.73152323002182 10.94898238098584),0
735,POINT (-85.73152323002182 10.958851780985839),0
736,POINT (-85.73152323002182 10.968721180985838),0
737,POINT (-85.73152323002182 10.978590580985838),0
738,POINT (-85.73152323002182 10.988459980985837),0
739,POINT (-85.73152323002182 10.998329380985837),0
740,POINT (-85.73152323002182 11.008198780985836),15
741,POINT (-85.73152323002182 11.018068180985836),15
742,POINT (-85.73152323002182 11.027937580985835),15
743,POINT (-85.73152323002182 11.037806980985835),15
744,POINT (-85.73152323002182 11.047676380985834),0
745,POINT (-85.73152323002182 11.057545780985834),0
746,POINT (-85.73152323002182 11.067415180985833),0
747,POINT (-85.72343853002182 10.031128180985888),17
748,POINT (-85.72343853002182 10.040997580985888),17
749,POINT (-85.72343853002182 10.050866980985887),17
750,POINT (-85.72343853002182 10.060736380985887),17
751,POINT (-85.72343853002182 10.070605780985886),17
752,POINT (-85.72343853002182 10.080475180985886),17
753,POINT (-85.72343853002182 10.090344580985885),17
754,POINT (-85.72343853002182 10.100213980985885),17
755,POINT (-85.72343853002182 10.110083380985884),17
756,POINT (-85.72343853002182 10.119952780985884),17
757,POINT (-85.72343853002182 10.129822180985883),17
758,POINT (-85.72343853002182 10.139691580985883),17
759,POINT (-85.72343853002182 10.149560980985882),17
760,POINT (-85.72343853002182 10.159430380985881),17
761,POINT (-85.72343853002182 10.169299780985881),17
762,POINT (-85.72343853002182 10.17916918098588),17
763,POINT (-85.72343853002182 10.18903858098588),17
764,POINT (-85.72343853002182 10.19890798098588),17
765,POINT (-85.72343853002182 10.208777380985879),17
766,POINT (-85.72343853002182 10.218646780985878),17
767,POINT (-85.72343853002182 10.228516180985878),17
768,POINT (-85.72343853002182 10.238385580985877),17
769,POINT (-85.72343853002182 10.248254980985877),17
770,POINT (-85.72343853002182 10.258124380985876),17
771,POINT (-85.72343853002182 10.267993780985876),17
772,POINT (-85.72343853002182 10.277863180985875),17
773,POINT (-85.72343853002182 10.287732580985875),17
774,POINT (-85.72343853002182 10.297601980985874),17
775,POINT (-85.72343853002182 10.307471380985874),17
776,POINT (-85.72343853002182 10.317340780985873),17
777,POINT (-85.72343853002182 10.327210180985873),17
778,POINT (-85.72343853002182 10.337079580985872),17
779,POINT (-85.72343853002182 10.346948980985871),17
780,POINT (-85.72343853002182 10.356818380985871),17
781,POINT (-85.72343853002182 10.36668778098587),17
782,POINT (-85.72343853002182 10.37655718098587),17
783,POINT (-85.72343853002182 10.38642658098587),17
784,POINT (-85.72343853002182 10.396295980985869),17
785,POINT (-85.72343853002182 10.406165380985868),17
786,POINT (-85.72343853002182 10.416034780985868),17
787,POINT (-85.72343853002182 10.425904180985867),17
788,POINT (-85.72343853002182 10.435773580985867),17
789,POINT (-85.72343853002182 10.445642980985866),17
790,POINT (-85.72343853002182 10.455512380985866),17
791,POINT (-85.72343853002182 10.465381780985865),17
792,POINT (-85.72343853002182 10.475251180985865),17
793,POINT (-85.72343853002182 10.485120580985864),17
794,POINT (-85.72343853002182 10.494989980985864),17
795,POINT (-85.72343853002182 10.504859380985863),17
796,POINT (-85.72343853002182 10.514728780985862),17
797,POINT (-85.72343853002182 10.524598180985862),17
798,POINT (-85.72343853002182 10.534467580985861),17
799,POINT (-85.72343853002182 10.544336980985861),17
800,POINT (-85.72343853002182 10.55420638098586),0
801,POINT (-85.72343853002182 10.56407578098586),0
802,POINT (-85.72343853002182 10.57394518098586),0
803,POINT (-85.72343853002182 10.583814580985859),0
804,POINT (-85.72343853002182 10.593683980985858),0
805,POINT (-85.72343853002182 10.791071980985848),0
806,POINT (-85.72343853002182 10.800941380985847),0
807,POINT (-85.72343853002182 10.810810780985847),16
808,POINT (-85.72343853002182 10.820680180985846),16
809,POINT (-85.72343853002182 10.830549580985846),16
810,POINT (-85.72343853002182 10.840418980985845),16
811,POINT (-85.72343853002182 10.850288380985845),16
812,POINT (-85.72343853002182 10.860157780985844),16
813,POINT (-85.72343853002182 10.870027180985844),16
814,POINT (-85.72343853002182 10.879896580985843),16
815,POINT (-85.72343853002182 10.889765980985842),16
816,POINT (-85.72343853002182 10.899635380985842),16
817,POINT (-85.72343853002182 10.909504780985841),16
818,POINT (-85.72343853002182 10.919374180985841),16
819,POINT (-85.72343853002182 10.92924358098584),0
820,POINT (-85.72343853002182 10.93911298098584),0
821,POINT (-85.72343853002182 10.94898238098584),0
822,POINT (-85.72343853002182 10.958851780985839),0
823,POINT (-85.72343853002182 10.968721180985838),0
824,POINT (-85.72343853002182 10.978590580985838),0
825,POINT (-85.72343853002182 10.988459980985837),0
826,POINT (-85.72343853002182 10.998329380985837),0
827,POINT (-85.72343853002182 11.008198780985836),15
828,POINT (-85.72343853002182 11.018068180985836),15
829,POINT (-85.72343853002182 11.027937580985835),15
830,POINT (-85.72343853002182 11.037806980985835),15
831,POINT (-85.72343853002182 11.047676380985834),0
832,POINT (-85.72343853002182 11.057545780985834),0
833,POINT (-85.72343853002182 11.067415180985833),0
834,POINT (-85.72343853002182 11.077284580985832),0
835,POINT (-85.71535383002183 10.021258780985889),17
836,POINT (-85.71535383002183 10.031128180985888),17
837,POINT (-85.71535383002183 10.040997580985888),17
838,POINT (-85.71535383002183 10.050866980985887),17
839,POINT (-85.71535383002183 10.060736380985887),17
840,POINT (-85.71535383002183 10.070605780985886),17
841,POINT (-85.71535383002183 10.080475180985886),17
842,POINT (-85.71535383002183 10.090344580985885),17
843,POINT (-85.71535383002183 10.100213980985885),17
844,POINT (-85.71535383002183 10.110083380985884),17
845,POINT (-85.71535383002183 10.119952780985884),17
846,POINT (-85.71535383002183 10.129822180985883),17
847,POINT (-85.71535383002183 10.139691580985883),17
848,POINT (-85.71535383002183 10.149560980985882),17
849,POINT (-85.71535383002183 10.159430380985881),17
850,POINT (-85.71535383002183 10.169299780985881),17
851,POINT (-85.71535383002183 10.17916918098588),17
852,POINT (-85.71535383002183 10.18903858098588),17
853,POINT (-85.71535383002183 10.19890798098588),17
854,POINT (-85.71535383002183 10.208777380985879),17
855,POINT (-85.71535383002183 10.218646780985878),17
856,POINT (-85.71535383002183 10.228516180985878),17
857,POINT (-85.71535383002183 10.238385580985877),17
858,POINT (-85.71535383002183 10.248254980985877),17
859,POINT (-85.71535383002183 10.258124380985876),17
